lead_id,attitude,language,text
810ab69c-424e-444f-8961-bfc835b9984a,disengaged,tr,"E-postayı açtıktan sonra dönüş yapmadı, siteye de kısa süreli bir göz attı. Gelecek iletişimlerde daha fazla ilgi gösterip göstermeyeceğini görmek gerekiyor."
390aab7c-32d3-49b4-b9d2-bc76cb907d52,objection,tr,"Lead, fiyatlandırma ve süre hakkında bazı endişelerini dile getirdi. E-posta ile yapılan son etkileşimde dikkatli bir yaklaşım sergiledi, daha fazla bilgi almak istiyor. Ancak, site üzerinde geçirdiği süre oldukça kısıtlıydı."
e77c6cb5-147a-4a04-b633-9ea56e6cd148,positive_engagement,tr,"E-posta açıldı ve ardından birkaç soru geldi; ilgi gösterdiği anlaşılıyor. Takip için bir demo talep etti, önerilerimizi değerlendirmeyi düşünebilir."
5020235d-bbd4-4566-b54c-73210c8384df,disengaged,mix,"Lead, son e-postayı açtı ancak geri dönüş yapmadı. Siteyi çok kısa süre ziyaret etti ve şu an için ilgi gösterdiği görünmüyor. Takip için bir plan yapmalıyım ama şimdilik beklemek en iyisi."
0adb324b-c2a3-4880-a928-6e1589914ab4,objection,en,The conversation highlighted some concerns regarding the pricing and the duration of the proposed plan. The lead expressed interest but seemed hesitant about how it aligns with their current budget constraints. Further clarification may be needed to address these points effectively.
e3a66468-b621-40d1-83a1-d69a89c0b52f,disengaged,mix,"Olark üzerinden yapılan sohbette, lead'in yanıtları oldukça kısa ve ilgisizdi. Pricing ve demo talep etti, ancak sonraki aşamalar için geri dönüş yapmadı. Ziyaret süresi de oldukça kısıtlıydı."
e649f965-2244-4973-8d3f-7d07b4d38483,disengaged,tr,"E-posta açılmış ancak geri dönüş alınamadı. Siteye yapılan ziyaret süresi çok kısa, bu nedenle ilgiyi ölçmek zor. İletişimi sürdürmek için tekrar ulaşılması faydalı olabilir."
48c8dc0d-06e7-4e09-b86d-9dc591bd625a,neutral,mix,"Lead, Google üzerinden geldi ancak son e-posta gönderimi başarısız oldu. Uzmanlık alanı Marketing Management olarak gözüküyor, ancak şu an işsiz durumda. Takip etmek için yeni bir iletişim yöntemi denemeyi planlıyorum."
6957921a-0d65-4d27-9366-715c00e65db2,disengaged,en,The lead opened the email but did not engage further during our last interaction. There seems to be a lack of interest as there has been no follow-up or response.
493f3d95-6e75-4b42-861d-44e77f57f698,neutral,tr,"Web sitesinden gelen bilgi talebi üzerine SMS gönderildi. Lead'ın uzmanlık alanı ve mesleği hakkında daha fazla bilgi edinilmesi gerekiyor. Site ziyaret süresi oldukça düşük, bu nedenle ilgi düzeyinin artıp artmadığını görmek için takip edeceğiz."
4a2f8610-dbb7-4ff5-a5aa-5772f8f38932,neutral,en,The individual engaged by opening the recent email but spent a limited amount of time on the website. They have a background in International Business and are currently unemployed. Further follow-up may be beneficial to gauge interest and provide additional information.
b7a48b8c-dcf4-48d8-a301-b575e4431b8c,disengaged,mix,Son chat conversation sonrası lead ile iletişimde bir geri dönüş almadım. Uzmanlık alanı Marketing Management olduğu için follow-up yapmak isteyebilirim ama şu an ilgisi düşük görünüyor. Ziyaret süresi medium olmasına rağmen dikkat çekici bir etkileşim olmadı.
6faa6e95-6dbc-49dd-8e56-09ca83a931ca,positive_engagement,tr,"Lead, gönderdiğim e-postayı açtı ve içerikle ilgili bazı sorular sordu. Ayrıca bir demo talebinde bulunarak daha fazla bilgi almak istediğini belirtti, bu durumun ilerleyişi açısından olumlu bir gösterge olduğunu düşünüyorum."
7ef6843d-ae2e-416e-878b-95d4cae0c25d,neutral,mix,"Lead, gönderilen e-postayı açtı ve sitede yüksek bir süre geçirdi. Supply Chain Management konusuna ilgi gösteriyor, bu yüzden follow-up yapmak faydalı olabilir. Potansiyel olarak demo için uygun bir zamanda iletişime geçilebilir."
a71729bb-0250-4fa4-af36-182a23a699b2,positive_engagement,mix,"Lead, web sitemizi uzun süre ziyaret etmiş ve e-postayı açtıktan sonra birkaç soru sordu. Özellikle 'demo' talep etti ve 'pricing' hakkında bilgi almak istedi. Takipte kalmak için uygun bir zaman ayarlamaya çalışacağız."
d399b62e-3799-4aa6-ab80-cd33a70f5323,positive_engagement,en,The lead showed genuine interest in our financial management solutions and asked several insightful questions during our email exchange. They are eager to learn more and have requested a demo to explore how our offerings can meet their needs.
b8432324-ce6b-4b4f-b21d-8a2d4a3cca88,positive_engagement,tr,"Lead, web sitesini uzun süre inceleyerek çeşitli konular hakkında sorular sordu ve bir demo talep etti. İlgili olduğu belli, bilgi edinme isteği yüksek. Takip için uygun bir zaman belirlenmesi konusunda yardımcı olunması gerektiği ifade edildi."
8a77bc3f-65e9-494f-8141-d475eca13766,disengaged,mix,"Geçtiğimiz hafta chat üzerinden iletişim kuruldu, ancak lead'den henüz bir geri dönüş alınamadı. Pricing ve demo konularında daha fazla bilgi vermek için follow-up yapmayı planlıyorum, fakat şu an için ilgisinin sınırlı olduğu belli."
206c600d-3795-4a51-8a92-5d4babe86d0e,positive_engagement,tr,"Lead, SMS üzerinden yapılan iletişime olumlu yanıt verdi ve hizmetlerimizle ilgili detaylı bilgi talep etti. Ayrıca, bir demo düzenlemek için uygun zamanlar hakkında birkaç soru sordu. İlgisi yüksek ve süreci ilerletmek istiyor."
41f289c3-1b1c-4a15-a1fa-cc94b60ad65a,positive_engagement,tr,"Lead, gönderdiğimiz SMS'e yanıt vererek ürünle ilgili daha fazla bilgi istedi. Ürün hakkında çeşitli sorular sordu ve bir demo talep etti. İlgisi yüksek görünüyor."
83e94cd3-33c8-4517-b2c9-a0c2c90241b2,disengaged,tr,Yapılandırılan iletişim denemeleri sonuçsuz kaldı; e-posta geri döndü ve siteye olan ilgi minimum düzeyde. Geri dönüş alabilmek için yeni bir yaklaşım düşünmek faydalı olabilir.
6a02edb6-bda2-40ea-9b9d-b401608ca07e,disengaged,en,"The interaction via chat was brief, and the response was minimal. The lead seemed uninterested and has not engaged further since the initial conversation."
173fdb7e-e17d-4515-a5c9-0ec7625902b9,positive_engagement,tr,"Bugün yapılan SMS sonrası iletişimde lead, ürünle ilgili bazı sorular sordu ve daha fazla bilgi almak için bir demo talep etti. İlgi düzeyi oldukça yüksekti ve çözüm için belirli bir yön arayışında olduğu anlaşılıyor."
0b8fab92-e69e-485f-b570-56faba2cddec,positive_engagement,mix,"Lead, Olark Chat üzerinden bağlantı kurdu ve ürünle ilgili bazı sorular sordu. Demo talep etti ve fiyatlandırma hakkında daha fazla bilgi almak istedi. Takip süreci için bir tarih belirlemek üzere iletişimde kalmayı planlıyoruz."
79f2ea30-8b4b-4d92-b3d9-a99b2efb7fa3,positive_engagement,tr,"Lead, gönderdiğim SMS'e hızlı bir şekilde yanıt verdi ve platform hakkında daha fazla bilgi almak istediğini belirtti. Özellikle uygulama özellikleriyle ilgili bazı sorular sordu ve bir demo talep etti. İlgisi yüksek ve ilerlemek için sabırsız görünüyor."
ff4626d3-d81f-4230-89de-5c9aafb65e20,disengaged,tr,"Son görüşmede, konulara dair net bir ilgi göstermedi. Yanıt süreleri uzadı ve daha fazla iletişim kurma isteği görünmedi. Takip etmek için bir sonraki adımın ne olacağı belirsiz."
cb9736f3-88e2-4dab-9ed5-f38461b5a29a,objection,en,"The recent interaction revealed some hesitance regarding the proposed solution, with questions about pricing and implementation timeline. While the lead is open to further discussion, there's a noticeable caution in their responses. Follow-up may be necessary to address their concerns."
ccadc471-4e1c-455d-b1e1-c735130f7aa4,disengaged,tr,Lead ile yapılan son e-posta etkileşimi olumlu bir yanıt almadı. İçerikle ilgili derin bir ilgi göstermediği ve daha önceki iletişimlere de yanıt vermediği görünüyor. Takip için uygun bir zamanlama değerlendirilebilir.
3328c9e8-5161-4d47-9258-ea1db0bc1e7a,neutral,tr,"Lead, referral sites üzerinden geldi. Ancak, son iletişimde e-posta adresine ulaşılamadı. Siteyi orta süreyle ziyaret etti, ancak uzmanlık alanı belirtilmemiş. Takip edilmesi önerilir."
f70306c2-ad37-4c22-89c6-7209d730887b,disengaged,en,"The lead opened the recent email but has not engaged further or responded to any follow-up attempts. Visit duration on the site was minimal, indicating low interest."
d27b70bd-22c4-4509-b06e-f52c77993336,disengaged,en,"The lead opened the email but has not engaged further or responded to follow-up attempts. Website visit duration was minimal, indicating limited interest."
eac5d9e5-b7aa-4601-9bcd-f26050eddcf6,objection,tr,"Yapılan görüşmede, içeriğimizin ve fiyatlarımızın kendisi için uygun olup olmadığı konusunda bazı endişelerini dile getirdi. Ek bilgi talep etti ve ilerleyen günlerde tekrar iletişime geçmeyi düşündüğünü belirtti."
f610eaaa-a479-48f0-a6b8-16cb53e74fc1,neutral,mix,"Lead, gönderdiğim e-postayı açtı ancak siteyi çok kısa süre ziyaret etti. Gelecek hafta bir follow-up yapmak ve ihtiyaçlarını daha iyi anlamak için bir demo önerisinde bulunmak uygun olabilir."
61314214-b313-40ff-b95e-ae5a7d079d3a,positive_engagement,en,The individual expressed genuine interest during our last interaction and asked several insightful questions about our offerings. They are looking to schedule a follow-up demo to explore how our solutions can specifically benefit their work in the banking and investment sector.
81386b08-6d8f-4573-9bf5-384eac941713,disengaged,tr,"Son e-posta açıldı ancak yanıt alınamadı. Siteye kısa süreli bir ziyaret gerçekleştirdi, ilgisinin sınırlı olduğu görülüyor. Gelecek iletişimlerde daha fazla bilgi sağlamak faydalı olabilir."
a22b2d9b-154c-419d-ac30-07acb4d656b2,disengaged,en,"The interaction through the chat was brief, and there was minimal engagement with the information provided. Follow-up may be necessary to gauge further interest."
50b65bfe-d64f-41d2-bf9a-fe1442f15f60,neutral,tr,"E-posta ile iletişim kurulmaya çalışıldı, ancak iletim başarısız oldu. Ayrıca, site ziyareti süresi oldukça kısa geçti. Takip edilmesi gereken bir durum."
3309d790-af02-4246-aa32-d5a43bed3e9d,disengaged,mix,"Son e-posta açılmasına rağmen, lead’in yanıt vermemesi dikkat çekici. Healthcare Management alanında daha fazla bilgi almak istemiyor gibi görünüyor. Takip sürecini gözden geçirmek gerekebilir."
7d7e76fe-e2b7-4084-867e-ac99287f5fa6,objection,mix,"Lead, demo sürecine ilgi gösterdi ancak pricing konusunda bazı endişeleri olduğunu belirtti. Ayrıca, zamanlama konusunda da temkinli yaklaşıyor; şu anda iş arayışında olduğunu vurguladı. Takip etmek için uygun bir zaman ayarlamak önemli olacak."
18d01624-b646-4e0b-b06e-963bfae60776,positive_engagement,en,The lead expressed interest in our offerings and asked several insightful questions during our last exchange. They are keen to explore further and have requested a demo to better understand how our solutions can fit their needs.
7d3358fc-f64f-4aab-b5fc-36f5af83749a,positive_engagement,mix,"Lead, Supply Chain Management konularında bilgi edinmek için birkaç soru sordu ve demo talep etti. Email'imi açtıktan sonra 5 dakika boyunca sitemizde vakit geçirmiş. Takip için uygun bir zaman belirlemek adına dönüş yapması bekleniyor."
a2960860-76de-43b7-952f-c5f9cc705f37,neutral,mix,"Referans siteler aracılığıyla gelen bu lead, web sitemizdeki bazı sayfalara orta süreyle göz attı. Gelecek günlerde bir follow-up yaparak uzmanlık alanı ve ihtiyaçları hakkında daha fazla bilgi edinmeyi planlıyorum. Bu etkileşim üzerinden ilerlemek için uygun bir zaman belirlemeye çalışacağım."
87cc69e8-21fd-4e4e-9fa7-aaa5ac22771a,positive_engagement,tr,"Lead, Operations Management alanında sunduğumuz çözümlerle ilgilendiğini belirtti ve bir demo talep etti. Ayrıca, ürün özellikleri hakkında bazı sorular sordu ve fiyatlandırmayı öğrenmek istedi. İletişimimiz oldukça olumlu bir havada geçti."
d7f88f61-238a-4c48-82aa-7ab92f7bcdd8,disengaged,tr,"Son görüşmede, ilgisini çekebilecek içeriklerin paylaşıldığını belirtti; ancak, yanıt alamadım ve geri dönüş yapmadı. Siteye olan ziyareti de oldukça kısa süreliydi."
18678c43-29f7-4876-b618-5e4ab7cadf5b,disengaged,tr,"Lead, e-postayı açtı ancak sonrasında herhangi bir geri dönüş yapmadı. Siteyi ziyaret süresi oldukça kısa, ilgisinin düşük olduğu anlaşılıyor. Gelecek iletişimlerde daha fazla bilgi sağlamaya odaklanılabilir."
c849b45f-5434-442c-85f4-43e7797e4557,neutral,tr,"Lead, web sitesini ziyaret etti ve ardından iletişim bilgilerini bıraktı. Uzmanlık alanı hakkında bilgi verilmedi ve siteyi kısa bir süre boyunca inceledi. Takip edilmesi gereken bir potansiyel olarak değerlendiriliyor."
f5ce8122-75ca-4e53-87af-19d2ea2d30d3,positive_engagement,tr,"Son e-posta etkileşiminde, lead sorular sordu ve çözümümüzle ilgili daha fazla bilgi almak için bir demo talep etti. Ayrıca retail management alanındaki uygulamalarımız hakkında daha fazla detay istedi."
a27a3770-6585-41e2-b7d8-f07a6740fb85,neutral,tr,"Lead, web sitemiz üzerinden organik arama yoluyla erişim sağladı ve potansiyel müşteri olarak sisteme kaydedildi. Site ziyaret süresi düşük seviyelerde kalmıştı, bu nedenle ihtiyaçlarına daha iyi yanıt verebilmek için ilerleyen günlerde takip etmeye karar verildi."
62439620-cc17-4742-b3db-293348c36872,disengaged,tr,"Lead ile gerçekleştirdiğim son görüşmede, ilgisiz bir tutum sergiledi ve sonraki adımlar hakkında net bir yanıt vermedi. Uzun süredir geri dönüş yapmadı, iletişim kurma çabalarım yanıt bulmadı."
a7de9d7d-762f-4db5-918c-15cc3777dcad,positive_engagement,tr,"Lead, iş yönetimi konusundaki çözümlerimize olan ilgisini belirtti ve daha fazla bilgi almak için bir demo talep etti. Ayrıca, sunduğumuz hizmetlerin nasıl uygulanabileceği hakkında birkaç sorusu vardı. İletişim kurmaya devam edilmesi faydalı olacak."
0b1e7c2d-58de-47ad-92a3-5a86b981c759,disengaged,en,"The interaction via Olark chat was brief, with minimal engagement and no follow-up questions. The lead seemed disinterested and did not provide additional information about their needs."
e4642442-a260-4a2f-921f-fdbc8f1e34a6,objection,tr,"Yapılan görüşmede, belirlenen fiyat ve içerik hakkında bazı endişeler dile getirildi. Lead, teklifin sunduğu değerin kendisi için yeterli olup olmadığını sorguladı ve geçiş sürecinin nasıl işleyeceği konusunda daha fazla bilgi talep etti. İletişim açık fakat temkinli bir havada devam etti."
54d8b3a3-d847-4888-9a9e-39720a56a775,positive_engagement,tr,"Yapılan SMS’e hızlı bir yanıt aldık; lead, sunumlar hakkında bilgi istedi ve birkaç soru sordu. Görüşmenin olumlu geçtiğini düşünüyorum, bir demo ayarlamak için uygun zamanını öğrenmek üzere takip edeceğim."
8b6918d7-20da-49f3-bd4e-91b67fb09a4a,positive_engagement,mix,"Lead, web sitemizi ziyaret ettikten sonra birkaç soruyla geri döndü ve çözümümüzü daha iyi anlamak için bir demo talep etti. Ayrıca, pricing hakkında bilgi almak istediğini ve olası bir follow-up görüşmesi ayarlamak istediğini belirtti. Görüşmelerin ilerleyebileceği bir potansiyele sahip."
0647d7e7-0be0-43b6-9dbd-0c10701a0d66,neutral,tr,"Olark sohbeti sırasında, lead ile genel bilgiler paylaşıldı. Uzmanlık alanı ve mesleği hakkında detay vermedi, ancak ilgi gösterdi. Siteyi kısa süre ziyaret etti."
70377fdd-7ff3-4750-aa3a-21958dfa13ca,disengaged,mix,"Olark üzerinden yapılan sohbette lead, demo talebine yanıt vermedi ve fiyatlandırma hakkında da bir geri dönüş yapmadı. Sonrasında siteyi çok kısa bir süre ziyaret etti, bu nedenle follow-up için beklemede kalmayı düşünüyorum."
9470a0d0-582c-4ab0-91c2-740524a3dc1a,positive_engagement,tr,"E-posta sonrasında yapılan görüşmede, lead konuyla ilgili birkaç detaylı soru sordu ve özellikle ürünün uluslararası iş üzerindeki potansiyel etkilerini merak etti. Ayrıca, bir demo talep etti ve ilerideki olası iş birlikleri hakkında daha fazla bilgi almak istedi."
10cb3d96-e05d-4f44-82df-5b81f2b7b0ff,disengaged,tr,"Son görüşme sırasında lead, sorulara kısa ve yüzeysel yanıtlar verdi. İlgi düzeyi düşük görünüyor ve ek bilgi talebinde bulunmadı. Takip edilmesi gereken bir durum söz konusu."
9158228d-48a7-4381-9cac-9d0721c43aac,disengaged,mix,Lead ile iletişim kurmakta zorluk yaşıyorum. Daha önceki mesajlarıma dönüş yapmadı ve ilgisini çekebilecek konular üzerinde de pek bir etkileşim olmadı. Geçmişteki orta düzey site ziyareti de bu durumu değiştirmiyor gibi görünüyor.
8ec3cc63-f417-48cb-96c3-bf64e08bf969,objection,mix,"Lead, e-posta içeriğiyle ilgili bazı sorular sordu ve pricing konusunda daha fazla bilgi almak istediğini belirtti. Ayrıca, timing konusunda da bazı endişeleri olduğunu ifade etti. Demo için uygun bir zaman ayarlamak için bir follow-up yapmamız gerektiği anlaşıldı."
315f78bd-019a-4d1f-be0a-8f0dcbddcd53,neutral,en,The individual clicked on the email link related to operations management but spent a short time on the site. Follow-up may be necessary to gauge interest.
6cb04035-c393-43e8-8392-ac347bf56b93,positive_engagement,en,The lead expressed genuine interest in our offerings and asked several insightful questions about features and pricing. They mentioned wanting to schedule a demo to explore how our solution can support their marketing management goals further.
dc60bd9e-70a2-4dae-b764-3602bae89a7b,objection,en,"Had a conversation where the potential client's interest was evident, but there were concerns regarding the pricing structure and timeframe for implementation. They expressed a need for more detailed information before moving forward."
c39d2a4d-1b0a-480b-b589-2ff930923d3b,neutral,tr,"Chat üzerinden yapılan etkileşimde, lead ile ürün hakkında genel bilgi paylaşımı yapıldı. İlgilendiği konuyla ilgili daha fazla bilgiye ihtiyaç duyabileceği belirtildi. Takip için bir sonraki adım planlanabilir."
aa9b208a-31f7-456f-8968-beee2b2ab2c7,disengaged,tr,Son e-postayı açtı ancak geri dönüş yapmadı ve siteye olan ilgisi oldukça düşük. İletişim kurmaya devam edeceğim ancak şu anki tutumu soğuk görünüyor.
0a96b73b-7b51-48da-857c-d25d40560803,positive_engagement,tr,"Lead, e-posta içeriğine oldukça ilgi gösterdi ve birkaç soru sordu. Ayrıca, bir takip görüşmesi veya demo talep etti, detayları konuşmak için sabırsız göründü."
281ff4ad-d7a7-4abf-ba7e-29e5c63cea4d,objection,en,The conversation revealed some concerns regarding the pricing and the timeline for implementation. The lead showed interest in learning more but seemed hesitant about making a commitment at this stage.
5551d1a0-25b4-4ce6-98c3-838dd46ecb1d,disengaged,mix,"Lead, son iletişimde detaylı bilgi talep etmesine rağmen geri dönüş yapmadı ve site ziyaret süresi oldukça kısa kaldı. Şu an için ilgisi düşük gibi görünüyor; pricing ve demo konularında bir follow-up yapmamız gerekiyor."
6fd5bf5c-e818-403c-96a2-07b641c8810b,objection,mix,"Lead, pricing konusunda bazı endişeler belirtti ve demo öncesi içerik hakkında daha fazla bilgi almak istedi. Ayrıca zamanlama konusunda da temkinli davranıyor; bu nedenle follow-up'ı dikkatli yapmalıyız. Siteyi hızlıca ziyaret ettiğini gözlemledik, bu nedenle ilgi seviyesinin daha fazla netleşmesi için daha fazla bilgi sunulması faydalı olabilir."
364ce559-e55f-4c6b-8782-146ba1c8d21f,disengaged,mix,E-posta açıldı ama geri dönüş sağlanmadı. Uzun vadede ilgilerini çekip çekmeyeceğini görmek için bir follow-up yapmayı planlıyorum. Şu an için iletişimde bir soğukluk var.
dc0d3eef-e514-43b7-8564-9af0a0c40f5e,disengaged,mix,"Son görüşme sonrası, lead ile iletişim sağlamak adına bir follow-up e-postası gönderdim ancak henüz bir yanıt alamadım. Geçmişteki site ziyaret süresi orta seviyedeydi ama şu anda ilgisinin devam edip etmediğinden emin değilim. Pricing hakkında bilgi verdim ancak ilgi belirtme konusunda pasif kaldı."
39bc3e38-43a8-4cda-939c-d4313ee000a9,positive_engagement,en,"The interaction was positive, with interest shown in the offerings. The lead asked several questions and expressed a desire for a follow-up demo. They recently clicked on an email link, indicating engagement."
a5aaa6de-4b64-4c18-85f8-41fe135da139,disengaged,tr,Lead ile yapılan son iletişimde fazla ilgi gözlemlenmedi; yanıt süreleri uzun ve geri dönüşler sınırlı. Siteyi ziyaret etme süresi de oldukça kısa. Takip etmeye devam edilecek.
8e00d156-a96e-4861-aa15-ed6b248e8235,objection,en,"The conversation revealed some uncertainty regarding the pricing structure and how it aligns with their current needs. While they expressed interest, there were clear hesitations about the value proposition and timing for engagement. Additional follow-up may be necessary to address their concerns."
1e330b62-4aa7-4f11-9f6c-c741d650aa67,disengaged,tr,"Son iletişimde cevap alamadım, ilgisinin düşük olduğuna dair bir izlenim edinildi. Daha önceki etkileşimlerinde kısa ve mesafeli bir yaklaşım sergiledi. Tekrar denemek için iletişim kurmaya devam edilebilir."
b8e0e632-8791-41dd-bb0f-cd40de7e7f57,disengaged,en,"The interaction reveals a lack of engagement, as the individual opened the email but has not responded or shown further interest. Their recent site visit was notably lengthy, yet there seems to be minimal follow-up activity."
653afed3-5c0a-4237-ab68-35d7ff21bee9,disengaged,tr,"Son e-posta açıldı, ancak dönüş yapılmadı. Siteyi ziyaret süresi orta düzeydeydi, yine de ilgisinin düşük olduğu izlenimi ediliyor. Takip edilmeye devam edilecek."
3b898236-9ec7-4558-8755-5e16b7e51f26,disengaged,tr,"Lead, gönderilen e-postayı açtı ancak dönüş yapmadı. Siteye olan ilgisi düşük seviyede; bu durumda daha fazla takip yapmanın faydalı olacağı düşünülebilir."
06b0873b-e674-4998-a08e-ea548f6ccc30,disengaged,mix,"Lead ile yapılan son etkileşim oldukça kısa geçti, yanıt alamadım. Email bounced olduğu için follow-up yapamadım ve gelecek için herhangi bir geri dönüş belirtmedi. Siteyi ziyaret süresi ortalama olmakla birlikte, ilgisinin düşük kaldığını düşünüyorum."
9f9fed8b-b08b-4fcb-9530-73e59f948eb1,objection,tr,"Lead ile gerçekleştirdiğim görüşmede, hizmetin fiyatı ve sunduğu içerik hakkında bazı endişelerini dile getirdi. Ayrıca, proje yönetim çözümlerinin uygulanabilirliği konusunda daha fazla bilgi talep etti. İletişimi sürdürmek için tekrar ulaşmayı deneyeceğim."
c7748892-cd82-4023-810f-f00ba97154ad,disengaged,mix,Lead ile iletişim kurmakta zorlanıyorum; no response alıyorum ve son görüşmeden bu yana geri dönüş olmadı. Görüşme sırasında demo ile ilgili bazı sorular sormuştu ama daha fazla bilgi almak için takip edemedik. Pipeline'da bekletiyorum.
94448d21-2d18-4e77-98a6-8e817b82362d,positive_engagement,en,The lead expressed interest in the finance management solutions and asked several questions about the features. They requested a follow-up demo to explore how our offerings can meet their needs.
4db18c08-8657-469f-9feb-28c0532b2e86,neutral,mix,"Olark üzerinden yapılan sohbet sonrası, lead ile temel bilgiler paylaşıldı ve ilgilendiği konularda sorular soruldu. Demo talebi yapılmadı ve takip için uygun bir zaman ayarlanması düşünülebilir. Pricing hakkında bilgi edinmek istediği belirtildi."
071af448-2c3c-4eb8-8227-81d61838a516,disengaged,mix,"Olark Chat üzerinden yapılan görüşmenin ardından geri dönüş alınamadı. İlgilinin site ziyaret süresi oldukça kısaydı, gelecekteki follow-up için herhangi bir hareket beklenmiyor."
2d9b533d-045b-4d3e-82d3-9f04ae83d07b,objection,mix,"Chat üzerinden yapılan görüşmede, çözümün pricing yapısına dair bazı endişeler dile getirildi. Lead, özellikle demo sırasında içeriğin uygulanabilirliği hakkında daha fazla bilgi istedi. Takip etmek için uygun bir zamanlama belirlenmesi gerektiğini belirtti."
6598764d-e6cc-464a-8d64-802087eda236,disengaged,mix,"Web sitemizde kısa bir süre geçirdi ve daha sonra geri dönüş yapmadı. Follow-up yapmak için uygun bir zaman ayarlayamadık, ilgisinin düşük olduğunu düşünüyorum. Pricing konusunda bilgi vermemize rağmen, henüz bir yanıt almadık."
498b9fe5-4e52-11e6-96be-22000aa8e760,positive_engagement,en,"The interaction was positive, with the individual expressing interest and asking several insightful questions. They requested a follow-up demonstration to explore options further, indicating a proactive approach."
498ba39a-4e52-11e6-96be-22000aa8e760,objection,en,"The interaction felt somewhat cautious, as there were several questions regarding the pricing and duration of the service. While the conversation remained open, the lead seemed hesitant about moving forward at this stage."
498ba67b-4e52-11e6-96be-22000aa8e760,neutral,tr,"E-posta açıldı, ancak siteyi ziyaret süresi oldukça kısa. Lead'in ilgisini daha fazla çekmek için takip edilmesi öneriliyor."
498ba7d0-4e52-11e6-96be-22000aa8e760,positive_engagement,mix,"Lead, Facebook üzerinden gelen bir sorgulama ile ilgisini belirtti ve demo talep etti. Ürünle ilgili birkaç soru sordu ve fiyatlandırma hakkında daha fazla bilgi almak istedi. Takip için uygun zaman belirlemek üzere iletişimde kalmayı planlıyoruz."
498ba87c-4e52-11e6-96be-22000aa8e760,positive_engagement,mix,"Lead, gönderdiğim SMS'e yanıt olarak detaylar istemekte ve demo için uygun zamanlar araştırmakta. Ayrıca pricing hakkında daha fazla bilgi almak istediğini belirtti. Takip etmek için uygun bir zaman ayarlamalıyız."
498ba907-4e52-11e6-96be-22000aa8e760,neutral,tr,"E-posta açıldı, ancak site ziyaret süresi oldukça düşük. Ek bilgi almak için iletişim kurulması değerlendirilebilir. Facebook üzerinden gelen bir bağlantı olduğu için ilgi düzeyi takip edilecek."
498ba960-4e52-11e6-96be-22000aa8e760,disengaged,tr,"Lead ile yapılan son SMS iletişimine yanıt alamadım, ilgisinin düşük olduğunu düşünüyorum. Siteyi de kısa bir süre ziyaret etti, bu nedenle takip etmek için yeni bir iletişim denemesi yapmayı planlıyorum."
498ba9b2-4e52-11e6-96be-22000aa8e760,positive_engagement,mix,"Lead, Facebook üzerinden ulaştı ve ilgisini çekti. Uzmanlık alanı hakkında açıkça bilgi vermedi, ancak sorular sordu ve bir demo talep etti. Takip için uygun bir zaman belirlemek üzere bağlantıda kalmayı önerdi."
498baa0a-4e52-11e6-96be-22000aa8e760,objection,tr,"Lead, fiyat ve içerik hakkında bazı endişelerini dile getirdi. İlerleyebilmek için daha fazla bilgiye ve netliğe ihtiyacı olduğunu belirtti. İletişimimizi sürdürmenin önemli olduğunu düşünüyor."
498baa59-4e52-11e6-96be-22000aa8e760,disengaged,tr,"Son gönderilen SMS üzerine geri dönüş alınamadı. İletişim kurulmaya çalışılsa da, ilgisizlik devam ediyor. Site üzerindeki etkileşim oldukça düşük seviyede."
498bab60-4e52-11e6-96be-22000aa8e760,objection,tr,"Yapılan görüşmede, fiyatlandırma ve içerik ile ilgili bazı endişeler dile getirildi. Lead, sunduğumuz hizmetlerin kendisine nasıl katkı sağlayacağı konusunda daha fazla bilgi talep etti. Ayrıca, sürecin ne kadar süreceği konusunda da tereddütleri var."
498baf18-4e52-11e6-96be-22000aa8e760,neutral,mix,"Lead, Facebook üzerinden gelen bir iletişim. Son e-posta açılmış, ancak siteyi çok kısa süreyle ziyaret etmiş. İlgilendiği konu net değil, bu nedenle follow-up için bir e-posta planlanacak."
498bb174-4e52-11e6-96be-22000aa8e760,positive_engagement,en,The individual showed interest in the offerings and asked several questions during our exchange. They requested a follow-up demo to explore the services further.
498bb1e1-4e52-11e6-96be-22000aa8e760,neutral,tr,"Lead, Facebook üzerinden iletişime geçti ve durumu hakkında bilgi almak istedi. İlgisini çeken bazı konular hakkında daha fazla bilgi vermek üzere bir takip planladım. Henüz başka bir etkinlik gerçekleştirmedi."
498bb28a-4e52-11e6-96be-22000aa8e760,disengaged,tr,Yapılan son iletişimden bu yana yanıt gelmedi; ilgisinin düşük olduğu izlenimi var. Daha fazla takip yapılması gerekebilir.
498bb443-4e52-11e6-96be-22000aa8e760,neutral,en,The lead opened the email but spent very little time on the site. No specific area of expertise was mentioned. Further follow-up may be necessary to gauge interest.
498bb7dd-4e52-11e6-96be-22000aa8e760,disengaged,tr,"Son e-posta geri döndü, bu nedenle iletişim kurmakta zorlandık. Siteyi ziyaret etme süresi oldukça uzun olmasına rağmen, henüz başka bir geri dönüş almadık."
